Ensembl.ID	Location	Approved.Symbol	Mim.Number	Gene.Name	Phenotypes	Panels	From.Omim	From.PanelApp	Inheritance	Publications	Aliases
ENSG00000100106	chr22:37697047-37776555	TRIOBP	609761	Trio- and F-actin-binding protein	"Deafness, autosomal recessive 28, 609823 (3), Autosomal recessive"	"Severe Paediatric Disorders, Hearing loss"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"HRIHFB2122, KIAA1662, Tara, TAP68"
ENSG00000100815	chr14:91965990-92040133	TRIP11	604505	Thyroid hormone receptor interactor 11	"Osteochondrodysplasia, 184260 (3), Autosomal recessive; Achondrogenesis, type IA, 200600 (3), Autosomal recessive"	"Skeletal dysplasia, Severe Paediatric Disorders, DDG2P, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"CEV14, Trip230, GMAP-210, GMAP210"
ENSG00000153827	chr2:229763836-229923233	TRIP12	604506	Thyroid hormone receptor interactor 12	"Mental retardation, autosomal dominant 49, 617752 (3), Autosomal dominant"	"DDG2P, Autism, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	"28251352, 27848077"	KIAA0045
ENSG00000071539	chr5:892883-919347	TRIP13	604507	Thyroid hormone receptor interactor 13	"Mosaic variegated aneuploidy syndrome 3, 617598 (3), Autosomal recessive; Oocyte maturation defect 9, 619011 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000103671	chr15:64387835-64455302	TRIP4	604501	Thyroid hormone receptor interactor 4	"Spinal muscular atrophy with congenital bone fractures 1, 616866 (3), Autosomal recessive; ?Muscular dystrophy, congenital, Davignon-Chauveau type, 617066 (3), Autosomal recessive"	"Congenital myopathy, Paediatric motor neuronopathies, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	26924529	"HsT17391, ZC2HC5"
ENSG00000043514	chr1:39838109-39883510	TRIT1	617840	tRNA isopentenyltransferase 1	"Combined oxidative phosphorylation deficiency 35, 617873 (3), Autosomal recessive"	"Severe Paediatric Disorders, Mitochondrial disorders, Inborn errors of metabolism, Intellectual disability"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"24901367, 28185376"	"FLJ20061, IPT"
ENSG00000104907	chr19:13104906-13116739	TRMT1	611669	tRNA methyltransferase 1	"Mental retardation, autosomal recessive 68, 618302 (3), Autosomal recessive"	"Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"21937992, 26308914, 30289604, 28784718"	"FLJ20244, TRM1"
ENSG00000145331	chr4:99546710-99564038	TRMT10A	616013	tRNA methyltransferase 10A	"Microcephaly, short stature, and impaired glucose metabolism 1, 616033 (3), Autosomal recessive"	"Familial diabetes, Monogenic diabetes, Severe microcephaly, Intellectual disability, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"26535115, 26526202, 24204302, 25053765, 26297882"	"MGC27034, TRM10"
ENSG00000174173	chr3:101561867-101566445	TRMT10C	615423	"tRNA methyltransferase 10C, mitochondrial RNase P subunit"	"Combined oxidative phosphorylation deficiency 30, 616974 (3), Autosomal recessive"	"Severe Paediatric Disorders, Mitochondrial disorders, Inborn errors of metabolism"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	27132592	"FLJ20432, MRPP1"
ENSG00000126814	chr14:60971440-60981689	TRMT5	611023	tRNA methyltransferase 5	"Combined oxidative phosphorylation deficiency 26, 616539 (3), Autosomal recessive"	"Severe Paediatric Disorders, Mitochondrial disorders, Inborn errors of metabolism"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"29021354, 26189817"	TRM5
ENSG00000100416	chr22:46335713-46357339	TRMU	610230	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	"Liver failure, transient infantile, 613070 (3), Autosomal recessive; {Deafness, mitochondrial, modifier of}, 580000 (3), Mitochondrial"	"Neonatal cholestasis, Mitochondrial liver disease, Inborn errors of metabolism, Mitochondrial disorders, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	27604308	"FLJ10140, MTO2"
ENSG00000072756	chr3:3126936-3153434	TRNT1	612907	"tRNA nucleotidyltransferase, CCA-adding, 1"	"Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay, 616084 (3), Autosomal recessive; Retinitis pigmentosa and erythrocytic microcytosis, 616959 (3), Autosomal recessive"	"Severe Paediatric Disorders, Mitochondrial disorders, Inborn errors of metabolism"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"25652405, 26494905"	"MtCCA, CGI-47, CCA1"
ENSG00000137672	chr11:101451469-101584006	TRPC6	603652	Transient receptor potential channel-6	"Glomerulosclerosis, focal segmental, 2, 603965 (3), Autosomal dominant"	"Severe Paediatric Disorders, Groopman et al 2019 - Genes with diagnostic variants"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	TRP6
ENSG00000134160	chr15:31001064-31161159	TRPM1	603576	"Transient receptor potential cation channel, subfamily M, member 1 (melastatin)"	"Night blindness, congenital stationary (complete), 1C, autosomal recessive, 613216 (3)"	"Retinal disorders, Severe Paediatric Disorders, DDG2P"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"19878917, 20300565, 19896109, 19896113"	"LTRPC1, CSNB1C"
ENSG00000130529	chr19:49157791-49211840	TRPM4	606936	"Transient receptor potential cation channel, subfamily M, member 4"	"Erythrokeratodermia veriabilis et progressiva 6, 618531 (3), Autosomal dominant; Progressive familial heart block, type IB, 604559 (3), Autosomal dominant"	Severe Paediatric Disorders	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	FLJ20041
ENSG00000119121	chr9:74722494-74887920	TRPM6	607009	"Transient receptor potential cation channel, subfamily M, member 6"	"Hypomagnesemia 1, intestinal, 602014 (3), Autosomal recessive"	"Severe Paediatric Disorders, Renal tubulopathies, Inborn errors of metabolism"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"27604308, 23942199, 12032570"	"CHAK2, FLJ22628"
ENSG00000104447	chr8:115408495-115668974	TRPS1	604386	Zinc finger transcription factor TRPS1	"Trichorhinophalangeal syndrome, type I, 190350 (3), Autosomal dominant; Trichorhinophalangeal syndrome, type III, 190351 (3), Autosomal dominant"	"DDG2P, Limb disorders, Skeletal dysplasia, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	"11359471, 14560312, 10615131"	"LGCR, GC79"
ENSG00000167723	chr17:3510501-3557811	TRPV3	607066	"Transient receptor potential cation channel, subfamily V, member 3"	"?Palmoplantar keratoderma, nonepidermolytic, focal 2, 616400 (3), Autosomal dominant; Olmsted syndrome, 614594 (3), Autosomal dominant"		TRUE	FALSE			
ENSG00000111199	chr12:109783086-109833397	TRPV4	605427	"Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel)"	"Spondylometaphyseal dysplasia, Kozlowski type, 184252 (3), Autosomal dominant; Parastremmatic dwarfism, 168400 (3), Autosomal dominant; SED, Maroteaux type, 184095 (3), Autosomal dominant; Neuronopathy, distal hereditary motor, type VIII, 600175 (3), Autosomal dominant; [Sodium serum level QTL 1], 613508 (3); Scapuloperoneal spinal muscular atrophy, 181405 (3), Autosomal dominant; Metatropic dysplasia, 156530 (3), Autosomal dominant; Digital arthropathy-brachydactyly, familial, 606835 (3), Autosomal dominant; Hereditary motor and sensory neuropathy, type IIc, 606071 (3), Autosomal dominant; Brachyolmia type 3, 113500 (3), Autosomal dominant; ?Avascular necrosis of femoral head, primary, 2, 617383 (3), Autosomal dominant"	"DDG2P, Hereditary neuropathy, Limb disorders, Arthrogryposis, Paediatric motor neuronopathies, Skeletal dysplasia, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	21964574	"OTRPC4, TRP12, VROAC, VRL-2, VR-OAC, CMT2C"
ENSG00000165125	chr7:142871207-142885744	TRPV6	606680	"Transient receptor potential cation channel, subfamily V, member 6"	"Hyperparathyroidism, transient neonatal, 618188 (3), Autosomal recessive"	"Skeletal dysplasia, Severe Paediatric Disorders, Osteogenesis imperfecta, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	29861107	CaT1
ENSG00000196367	chr7:98878531-99013240	TRRAP	603015	Transformation/transcription domain-associated protein	"Developmental delay with or without dysmorphic facies and autism, 618454 (3), Autosomal dominant; ?Deafness, autosomal dominant 75, 618778 (3), Autosomal dominant"	"Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	"30827496, 30424743"	"TR-AP, PAF400, Tra1"
ENSG00000165699	chr9:132891348-132945268	TSC1	605284	Hamartin (tuberous sclerosis 1 gene)	"Tuberous sclerosis-1, 191100 (3), Autosomal dominant; Focal cortical dysplasia, type II, somatic, 607341 (3); Lymphangioleiomyomatosis, 606690 (3)"	"DDG2P, Cystic kidney disease, Intellectual disability, Adult solid tumours for rare disease, Classical tuberous sclerosis, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	9242607	"KIAA0243, LAM, hamartin"
ENSG00000103197	chr16:2047803-2089490	TSC2	191092	Tuberin (tuberous sclerosis 2 gene)	"Tuberous sclerosis-2, 613254 (3), Autosomal dominant; ?Focal cortical dysplasia, type II, somatic, 607341 (3); Lymphangioleiomyomatosis, somatic, 606690 (3)"	"DDG2P, Cystic kidney disease, Intellectual disability, Adult solid tumours for rare disease, Classical tuberous sclerosis, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	"8825048, 10206124, 9463313, 19259131, 7581393, 8634701, 9302281, 11403047, 17120248, 8824881, 12752578, 9361032, 10069705"	"tuberin, LAM, PPP1R160"
ENSG00000198860	chr1:184051729-184097484	TSEN15	608756	"tRNA splicing endonuclease, subunit 15"	"Pontocerebellar hypoplasia, type 2F, 617026 (3), Autosomal recessive"	Hereditary ataxia - adult onset	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	27392077	
ENSG00000154743	chr3:12484455-12539623	TSEN2	608753	"tRNA splicing endonuclease, subunit 2"	"Pontocerebellar hypoplasia type 2B, 612389 (3), Autosomal recessive"	"Hereditary ataxia - adult onset, Cerebellar hypoplasia, Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"SEN2, SEN2L, MGC2776"
ENSG00000182173	chr17:75516527-75524734	TSEN54	608755	"tRNA splicing endonuclease, subunit 54"	"Pontocerebellar hypoplasia type 4, 225753 (3), Autosomal recessive; Pontocerebellar hypoplasia type 2A, 277470 (3), Autosomal recessive; ?Pontocerebellar hypoplasia type 5, 610204 (3), Autosomal recessive"	"Cerebellar hypoplasia, DDG2P, Hereditary ataxia - adult onset, Intellectual disability, Arthrogryposis, Rhabdomyolysis and metabolic muscle disorders, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"16470708, 18711368, 20956791, 20952379, 20301773"	"SEN54, SEN54L"
ENSG00000123297	chr12:57782786-57802855	TSFM	604723	"Ts translation elongation factor, mitochondrial"	"Combined oxidative phosphorylation deficiency 3, 610505 (3), Autosomal recessive"	"Inborn errors of metabolism, Cardiomyopathies - including childhood onset, Mitochondrial disorders, Intellectual disability, Rhabdomyolysis and metabolic muscle disorders, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"EF-Tsmt, EF-TS"
ENSG00000134200	chr1:115029825-115035934	TSHB	188540	"Thyroid-stimulating hormone, beta polypeptide"	"Hypothyroidism, congenital, nongoitrous 4, 275100 (3), Autosomal recessive"	"Severe Paediatric Disorders, Intellectual disability, Congenital hypothyroidism, DDG2P"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	2792087	
ENSG00000165409	chr14:80954988-81146305	TSHR	603372	Thyroid-stimulating hormone receptor	"Thyroid adenoma, hyperfunctioning, somatic (3); Thyroid carcinoma with thyrotoxicosis (3); Hyperthyroidism, nonautoimmune, 609152 (3), Autosomal dominant; Hypothyroidism, congenital, nongoitrous, 1, 275200 (3), Autosomal recessive; Hyperthyroidism, familial gestational, 603373 (3), Autosomal dominant"	"Hyperthyroidism, Severe Paediatric Disorders, Congenital hypothyroidism, DDG2P"	TRUE	TRUE	"BOTH monoallelic and biallelic, autosomal or pseudoautosomal"	9854118	LGR3
ENSG00000179981	chr18:75210796-75289945	TSHZ1	614427	Teashirt zinc finger homeobox 1	"Aural atresia, congenital, 607842 (3), Autosomal dominant"		TRUE	FALSE			
ENSG00000106025	chr7:120787319-120858336	TSPAN12	613138	Tetraspanin 12	"Exudative vitreoretinopathy 5, 613310 (3), Autosomal dominant"	Retinal disorders	TRUE	TRUE	"BOTH monoallelic and biallelic, autosomal or pseudoautosomal"		NET-2
ENSG00000156298	chrX:38561541-38688917	TSPAN7	300096	Tetraspanin 7	"Mental retardation, X-linked 58, 300210 (3), X-linked recessive"	"Severe Paediatric Disorders, Intellectual disability, DDG2P"	TRUE	TRUE	"X-LINKED: hemizygous mutation in males, biallelic mutations in females"		"DXS1692E, TALLA-1, A15, CD231"
ENSG00000175894	chr21:44497892-44711571	TSPEAR	612920	Thrombospondin-type laminin G domain and EAR repeats	"Ectodermal dysplasia 14, hair/tooth type with or without hypohidrosis, 618180 (3), Autosomal recessive; ?Deafness, autosomal recessive 98, 614861 (3), Autosomal recessive"	Ectodermal dysplasia without a known gene mutation	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	27736875	"MGC11251, TSP-EAR"
ENSG00000189241	chr6:116274857-116279929	TSPYL1	604714	Y-encoded testis-specific protein-like	"Sudden infant death with dysgenesis of the testes syndrome, 608800 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000128881	chr15:42738729-42920994	TTBK2	611695	Tau tubulin kinase 2	"Spinocerebellar ataxia 11, 604432 (3), Autosomal dominant"	"Hereditary ataxia - adult onset, Severe Paediatric Disorders"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	KIAA0847
ENSG00000149292	chr11:113314568-113385951	TTC12	610732	Tetratricopeptide repeat domain 12	"Ciliary dyskinesia, primary, 45, 618801 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000011295	chr17:15999770-16045427	TTC19	613814	Tetratricopeptide repeat domain 19	"Mitochondrial complex III deficiency, nuclear type 2, 615157 (3), Autosomal recessive"	"Inborn errors of metabolism, DDG2P, Neurodegenerative disorders - adult onset, Mitochondrial disorder with complex III deficiency, Mitochondrial disorders, Intellectual disability, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"FLJ20343, MGC19520"
ENSG00000168026	chr3:39107679-39139008	TTC21A	611430	Tetratricopeptide repeat domain-containing protein 21A	"Spermatogenic failure 37, 618429 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000123607	chr2:165873361-165953780	TTC21B	612014	Tetratricopeptide repeat domain 21B	"Nephronophthisis 12, 613820 (3), Autosomal dominant, Autosomal recessive; Short-rib thoracic dysplasia 4 with or without polydactyly, 613819 (3), Autosomal recessive"	"Skeletal ciliopathies, Cystic kidney disease, Renal ciliopathies, Skeletal dysplasia, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"21258341, 27515926 (functional study in C. elegans), 21068128, 24876116 (Focal segmental glomerulosclerosis)"	"FLJ11457, JBTS11, NPHP12, IFT139B, THM1"
ENSG00000137473	chr4:146706616-146945881	TTC29	618735	Tetratricopeptide repeat domain-containing protein 29	"Spermatogenic failure 42, 618745 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000198677	chr5:95463893-95554979	TTC37	614589	Tetratricopeptide repeat domain 37	"Trichohepatoenteric syndrome 1, 222470 (3), Autosomal recessive"	"Inborn errors of metabolism, DDG2P, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"27604308, 25976726, 28292286, 31132033"	THES
ENSG00000068724	chr2:46915865-47076122	TTC7A	609332	Tetratricopeptide repeat domain 7A	"Gastrointestinal defects and immunodeficiency syndrome, 243150 (3), Autosomal recessive"	"Severe Paediatric Disorders, DDG2P, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	23423984	KIAA1140
ENSG00000165533	chr14:88824152-88881078	TTC8	608132	Tetratricopeptide repeat domain 8	"Bardet-Biedl syndrome 8, 615985 (3), Autosomal recessive; ?Retinitis pigmentosa 51, 613464 (3), Autosomal recessive"	"DDG2P, Bardet Biedl syndrome, Ophthalmological ciliopathies, Limb disorders, Renal ciliopathies, Retinal disorders, Intellectual disability, Fetal anomalies, Skeletal dysplasia, Severe Paediatric Disorders, Severe early-onset obesity"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"BBS8, RP51"
ENSG00000129696	chr8:33498721-33513134	TTI2	614426	TELO2-interacting protein 2	"Mental retardation, autosomal recessive 39, 615541 (3), Autosomal recessive"	"Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	FLJ23263
ENSG00000119685	chr14:75661245-75955078	TTLL5	612268	"Tubulin tyrosine ligase-like family, member 5"	"Cone-rod dystrophy 19, 615860 (3), Autosomal recessive"	Retinal disorders	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"24791901, 28173158"	
ENSG00000155657	chr2:178525988-178807422	TTN	188840	Titin	"Myopathy, myofibrillar, 9, with early respiratory failure, 603689 (3), Autosomal dominant; Cardiomyopathy, familial hypertrophic, 9, 613765 (3), Autosomal dominant; Muscular dystrophy, limb-girdle, autosomal recessive 10, 608807 (3), Autosomal recessive; Cardiomyopathy, dilated, 1G, 604145 (3); Tibial muscular dystrophy, tardive, 600334 (3), Autosomal dominant; Salih myopathy, 611705 (3), Autosomal recessive"	"Congenital myopathy, Cardiomyopathies - including childhood onset, Limb girdle muscular dystrophy, Arthrogryposis, Paediatric disorders - additional genes, Severe Paediatric Disorders, Distal myopathies, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"26392295, 12145747, 25772186, 26392295, 26581302, 28716623"	"CMPD4, FLJ32040, TMD, CMH9, LGMD2J, MYLK5"
ENSG00000137561	chr8:63059487-63086522	TTPA	600415	"Tocopherol, alpha, transfer protein"	"Ataxia with isolated vitamin E deficiency, 277460 (3), Autosomal recessive"	"Severe Paediatric Disorders, Hereditary ataxia - adult onset, Inborn errors of metabolism, Hereditary neuropathy"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	
